filename,correct_nodes,missing_nodes,extra_nodes,correct_edges,missing_edges,extra_edges,precision,recall,f1_score
CPP_14.dot,1,14,8,0,18,7,0.0625,0.030303030303030304,0.04081632653061225
CPP_47.dot,1,8,8,0,8,12,0.047619047619047616,0.058823529411764705,0.05263157894736842
CPP_50.dot,1,7,9,0,10,14,0.041666666666666664,0.05555555555555555,0.04761904761904762
CPP_0.dot,2,2,2,0,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
CPP_141.dot,0,8,0,0,6,0,0,0.0,0
CPP_106.dot,3,2,5,1,2,4,0.3076923076923077,0.5,0.380952380952381
CPP_2.dot,0,1,1,0,0,0,0.0,0.0,0
CPP_159.dot,3,1,2,1,1,1,0.5714285714285714,0.6666666666666666,0.6153846153846153
CPP_15.dot,0,11,0,0,11,0,0,0.0,0
CPP_144.dot,1,9,9,0,8,8,0.05555555555555555,0.05555555555555555,0.05555555555555555
CPP_163.dot,3,2,5,1,2,4,0.3076923076923077,0.5,0.380952380952381
CPP_41.dot,0,1,0,0,0,0,0,0.0,0
CPP_46.dot,0,4,0,0,2,0,0,0.0,0
CPP_152.dot,3,3,6,1,3,5,0.26666666666666666,0.4,0.32
CPP_19.dot,12,20,5,0,69,13,0.4,0.1188118811881188,0.183206106870229
CPP_129.dot,1,5,7,0,4,6,0.07142857142857142,0.1,0.08333333333333333
CPP_148.dot,10,7,0,2,23,5,0.7058823529411765,0.2857142857142857,0.4067796610169491
CPP_90.dot,0,9,0,0,8,0,0,0.0,0
CPP_84.dot,3,9,0,0,12,1,0.75,0.125,0.21428571428571427
CPP_101.dot,1,14,11,0,18,11,0.043478260869565216,0.030303030303030304,0.03571428571428572
CPP_91.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_99.dot,2,2,2,0,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
CPP_51.dot,4,3,5,2,3,5,0.375,0.5,0.42857142857142855
CPP_74.dot,1,3,3,0,2,2,0.16666666666666666,0.16666666666666666,0.16666666666666666
CPP_146.dot,0,10,0,0,10,0,0,0.0,0
CPP_133.dot,1,3,3,0,2,2,0.16666666666666666,0.16666666666666666,0.16666666666666666
CPP_145.dot,0,14,0,0,13,0,0,0.0,0
CPP_82.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_78.dot,1,4,5,0,3,4,0.1,0.125,0.11111111111111112
CPP_136.dot,3,2,4,1,2,3,0.36363636363636365,0.5,0.4210526315789474
CPP_32.dot,2,8,9,0,8,8,0.10526315789473684,0.1111111111111111,0.10810810810810811
CPP_87.dot,1,4,7,0,4,6,0.07142857142857142,0.1111111111111111,0.08695652173913043
CPP_67.dot,0,8,0,0,6,0,0,0.0,0
CPP_108.dot,1,2,2,0,1,1,0.25,0.25,0.25
CPP_120.dot,0,13,0,0,12,0,0,0.0,0
CPP_125.dot,0,21,0,0,31,0,0,0.0,0
CPP_3.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_33.dot,1,10,10,0,9,9,0.05,0.05,0.05000000000000001
CPP_16.dot,0,5,0,0,3,0,0,0.0,0
CPP_147.dot,13,11,2,1,54,11,0.5185185185185185,0.17721518987341772,0.2641509433962264
CPP_151.dot,2,2,2,0,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
