filename,correct_nodes,missing_nodes,extra_nodes,correct_edges,missing_edges,extra_edges,precision,recall,f1_score
CPP_74.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_146.dot,0,10,0,0,10,0,0,0.0,0
CPP_133.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_145.dot,10,4,3,7,6,4,0.7083333333333334,0.6296296296296297,0.6666666666666667
CPP_82.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_78.dot,5,0,0,3,0,0,1.0,1.0,1.0
CPP_136.dot,4,1,0,2,1,0,1.0,0.75,0.8571428571428571
CPP_32.dot,10,0,1,7,1,2,0.85,0.9444444444444444,0.8947368421052632
CPP_87.dot,5,0,2,3,1,2,0.6666666666666666,0.8888888888888888,0.761904761904762
CPP_67.dot,8,0,2,6,0,2,0.7777777777777778,1.0,0.8750000000000001
CPP_108.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_120.dot,7,6,0,5,7,0,1.0,0.48,0.6486486486486487
CPP_125.dot,10,11,4,5,26,7,0.5769230769230769,0.28846153846153844,0.3846153846153846
CPP_3.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_33.dot,7,4,2,3,6,4,0.625,0.5,0.5555555555555556
CPP_16.dot,5,0,2,3,0,2,0.6666666666666666,1.0,0.8
CPP_147.dot,9,15,1,1,54,7,0.5555555555555556,0.12658227848101267,0.2061855670103093
CPP_151.dot,4,0,0,2,0,0,1.0,1.0,1.0
