num_nodes,num_edges,density,num_connected_components,avg_degree,assortativity,betweenness_centrality,diameter,avg_shortest_path,eigenvector_centrality,cpp_file
7,71,1.6904761904761905,7,20.285714285714285,,0.0,inf,inf,0.32689230181362106,CPP_140.dot
8,14,0.25,8,3.5,,0.0,inf,inf,0.3048945779814022,CPP_141.dot
10,46,0.5111111111111111,10,9.2,,0.0027777777777777775,inf,inf,0.2688189018311926,CPP_143.dot
14,20,0.10989010989010989,14,2.857142857142857,,0.0,inf,inf,0.22987134079704888,CPP_145.dot
10,12,0.13333333333333333,10,2.4,,0.005555555555555555,inf,inf,0.2690961931290241,CPP_146.dot
24,110,0.19927536231884058,24,9.166666666666666,,0.001976284584980237,inf,inf,0.17678384933671368,CPP_147.dot
17,67,0.24632352941176472,17,7.882352941176471,,0.0004901960784313725,inf,inf,0.2068415975672282,CPP_148.dot
26,90,0.13846153846153847,26,6.923076923076923,,0.0003205128205128205,inf,inf,0.15730165895243892,CPP_149.dot
11,31,0.2818181818181818,11,5.636363636363637,,0.0,inf,inf,0.26238185652252827,CPP_15.dot
6,5,0.16666666666666666,6,1.6666666666666667,,0.0,inf,inf,0.3535534152329942,CPP_152.dot
8,18,0.32142857142857145,8,4.5,,0.0,inf,inf,0.3048945779814022,CPP_153.dot
9,26,0.3611111111111111,9,5.777777777777778,,0.0,inf,inf,0.28643719662250056,CPP_154.dot
13,18,0.11538461538461539,13,2.769230769230769,,0.002331002331002331,inf,inf,0.23164699166906838,CPP_155.dot
13,61,0.391025641025641,13,9.384615384615385,,0.0005827505827505828,inf,inf,0.24133057384142081,CPP_156.dot
8,17,0.30357142857142855,8,4.25,,0.0,inf,inf,0.3048945779814022,CPP_158.dot
5,5,0.25,5,2.0,,0.0,inf,inf,0.3863705486274729,CPP_16.dot
6,12,0.4,6,4.0,,0.0,inf,inf,0.3535534152329942,CPP_160.dot
7,18,0.42857142857142855,7,5.142857142857143,,0.0,inf,inf,0.32689230181362106,CPP_161.dot
10,34,0.37777777777777777,10,6.8,,0.0,inf,inf,0.2707107813128863,CPP_162.dot
5,4,0.2,5,1.6,,0.0,inf,inf,0.3863705486274729,CPP_163.dot
10,26,0.28888888888888886,10,5.2,,0.0,inf,inf,0.2707107813128863,CPP_17.dot
32,195,0.19657258064516128,32,12.1875,,0.0012096774193548388,inf,inf,0.14223321301531244,CPP_19.dot
9,15,0.20833333333333334,9,3.3333333333333335,,0.0,inf,inf,0.28643719662250056,CPP_20.dot
40,75,0.04807692307692308,40,3.75,,0.0005229419703103912,inf,inf,0.1187431874455771,CPP_22.dot
5,6,0.3,5,2.4,,0.0,inf,inf,0.3863705486274729,CPP_25.dot
5,12,0.6,5,4.8,,0.0,inf,inf,0.3863705486274729,CPP_26.dot
7,11,0.2619047619047619,7,3.142857142857143,,0.0,inf,inf,0.32689230181362106,CPP_27.dot
7,11,0.2619047619047619,7,3.142857142857143,,0.0,inf,inf,0.32689230181362106,CPP_28.dot
16,29,0.12083333333333333,16,3.625,,0.00029761904761904765,inf,inf,0.2135533545582773,CPP_29.dot
5,4,0.2,5,1.6,,0.0,inf,inf,0.3863705486274729,CPP_30.dot
10,24,0.26666666666666666,10,4.8,,0.0,inf,inf,0.2679196999210586,CPP_32.dot
11,29,0.2636363636363636,11,5.2727272727272725,,0.0,inf,inf,0.16731419563489158,CPP_33.dot
11,23,0.20909090909090908,11,4.181818181818182,,0.0,inf,inf,0.16731419563489158,CPP_34.dot
11,29,0.2636363636363636,11,5.2727272727272725,,0.0,inf,inf,0.16731419563489158,CPP_37.dot
8,70,1.25,8,17.5,,0.0,inf,inf,0.32264228924167776,CPP_38.dot
11,21,0.19090909090909092,11,3.8181818181818183,,0.0,inf,inf,0.26238185652252827,CPP_44.dot
9,21,0.2916666666666667,9,4.666666666666667,,0.007936507936507936,inf,inf,0.2630295066815335,CPP_47.dot
6,7,0.23333333333333334,6,2.3333333333333335,,0.0,inf,inf,0.3535534152329942,CPP_5.dot
8,22,0.39285714285714285,8,5.5,,0.0,inf,inf,0.32264228924167776,CPP_50.dot
7,17,0.40476190476190477,7,4.857142857142857,,0.0,inf,inf,0.32689230181362106,CPP_51.dot
1,0,0.0,1,0.0,,0.0,0.0,0.0,1.0,CPP_54.dot
11,23,0.20909090909090908,11,4.181818181818182,,0.0,inf,inf,0.16731419563489158,CPP_58.dot
7,9,0.21428571428571427,7,2.5714285714285716,,0.0,inf,inf,0.32689230181362106,CPP_6.dot
5,4,0.2,5,1.6,,0.0,inf,inf,0.3863705486274729,CPP_62.dot
11,46,0.41818181818181815,11,8.363636363636363,,0.0,inf,inf,0.26238185652252827,CPP_65.dot
8,32,0.5714285714285714,8,8.0,,0.0,inf,inf,0.3048945779814022,CPP_67.dot
8,8,0.14285714285714285,8,2.0,,0.0,inf,inf,0.3048945779814022,CPP_68.dot
11,22,0.2,11,4.0,,0.0,inf,inf,0.25774697427929383,CPP_69.dot
15,21,0.1,15,2.8,,0.0007326007326007327,inf,inf,0.22228748333060705,CPP_7.dot
11,29,0.2636363636363636,11,5.2727272727272725,,0.0030303030303030303,inf,inf,0.25543257414349907,CPP_70.dot
13,40,0.2564102564102564,13,6.153846153846154,,0.0,inf,inf,0.2294727167632635,CPP_79.dot
11,88,0.8,11,16.0,,0.0,inf,inf,0.25774697427929383,CPP_81.dot
12,32,0.24242424242424243,12,5.333333333333333,,0.0,inf,inf,0.2500001059644193,CPP_84.dot
12,63,0.4772727272727273,12,10.5,,0.0,inf,inf,0.2275179298656491,CPP_86.dot
5,7,0.35,5,2.8,,0.0,inf,inf,0.38778317125638473,CPP_87.dot
11,30,0.2727272727272727,11,5.454545454545454,,0.0030303030303030303,inf,inf,0.25543257414349907,CPP_88.dot
7,11,0.2619047619047619,7,3.142857142857143,,0.0,inf,inf,0.32689230181362106,CPP_89.dot
5,4,0.2,5,1.6,,0.0,inf,inf,0.3863705486274729,CPP_9.dot
9,21,0.2916666666666667,9,4.666666666666667,,0.007936507936507936,inf,inf,0.2630295066815335,CPP_90.dot
7,17,0.40476190476190477,7,4.857142857142857,,0.0,inf,inf,0.32689230181362106,CPP_93.dot
12,20,0.15151515151515152,12,3.3333333333333335,,0.0,inf,inf,0.2500001059644193,CPP_94.dot
5,5,0.25,5,2.0,,0.0,inf,inf,0.3863705486274729,CPP_96.dot
