filename,correct_nodes,missing_nodes,extra_nodes,correct_edges,missing_edges,extra_edges,precision,recall,f1_score
CPP_17.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_64.dot,5,0,0,3,0,0,1.0,1.0,1.0
CPP_111.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_157.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_150.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_35.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_126.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_109.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_135.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_76.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_155.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_79.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_142.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_92.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_80.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_119.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_156.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_42.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_31.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_83.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_5.dot,6,0,1,4,0,1,0.8333333333333334,1.0,0.9090909090909091
CPP_131.dot,10,0,1,8,2,1,0.9,0.9,0.9
CPP_160.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_162.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_138.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_52.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_110.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_62.dot,5,0,2,3,0,2,0.6666666666666666,1.0,0.8
CPP_28.dot,7,0,2,5,0,2,0.75,1.0,0.8571428571428571
CPP_100.dot,6,0,1,4,0,1,0.8333333333333334,1.0,0.9090909090909091
CPP_130.dot,5,1,2,0,4,5,0.4166666666666667,0.5,0.45454545454545453
CPP_66.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_21.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_10.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_34.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_123.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_14.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_47.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_50.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_0.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_141.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_106.dot,5,0,2,3,0,2,0.6666666666666666,1.0,0.8
CPP_2.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_159.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_15.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_144.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_163.dot,5,0,2,3,0,2,0.6666666666666666,1.0,0.8
CPP_41.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_46.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_152.dot,6,0,2,4,0,2,0.7142857142857143,1.0,0.8333333333333333
CPP_19.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_129.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_148.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_90.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_84.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_101.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_91.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_99.dot,4,0,1,2,0,1,0.75,1.0,0.8571428571428571
CPP_51.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_74.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_146.dot,10,0,1,10,0,1,0.9090909090909091,1.0,0.9523809523809523
CPP_133.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_145.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_82.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_78.dot,5,0,0,3,0,0,1.0,1.0,1.0
CPP_136.dot,5,0,0,3,0,0,1.0,1.0,1.0
CPP_32.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_87.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_67.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_108.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_120.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_125.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_3.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_33.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_16.dot,5,0,2,3,0,2,0.6666666666666666,1.0,0.8
CPP_147.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_151.dot,4,0,0,2,0,0,1.0,1.0,1.0
