filename,correct_nodes,missing_nodes,extra_nodes,correct_edges,missing_edges,extra_edges,precision,recall,f1_score
CPP_50.dot,8,0,3,10,0,15,0.5,1.0,0.6666666666666666
CPP_0.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_141.dot,8,0,2,6,0,2,0.7777777777777778,1.0,0.8750000000000001
CPP_106.dot,4,1,3,2,1,3,0.5,0.75,0.6
CPP_2.dot,1,0,4,0,0,3,0.125,1.0,0.2222222222222222
CPP_159.dot,4,0,1,2,0,1,0.75,1.0,0.8571428571428571
CPP_15.dot,11,0,4,5,6,8,0.5714285714285714,0.7272727272727273,0.64
CPP_144.dot,9,1,0,7,1,0,1.0,0.8888888888888888,0.9411764705882353
CPP_163.dot,5,0,3,3,0,3,0.5714285714285714,1.0,0.7272727272727273
CPP_41.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_46.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_152.dot,6,0,3,4,0,3,0.625,1.0,0.7692307692307693
CPP_19.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_129.dot,6,0,2,2,2,6,0.5,0.8,0.6153846153846154
CPP_148.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_90.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_84.dot,12,0,3,6,6,7,0.6428571428571429,0.75,0.6923076923076924
CPP_101.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_91.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_99.dot,4,0,1,2,0,1,0.75,1.0,0.8571428571428571
CPP_51.dot,7,0,3,5,0,10,0.48,1.0,0.6486486486486487
CPP_74.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_146.dot,10,0,2,8,2,11,0.5806451612903226,0.9,0.7058823529411764
CPP_133.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_145.dot,0,14,0,0,13,0,0,0.0,0
CPP_82.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_78.dot,5,0,1,3,0,1,0.8,1.0,0.888888888888889
CPP_136.dot,5,0,1,3,0,1,0.8,1.0,0.888888888888889
CPP_32.dot,10,0,1,5,3,10,0.5769230769230769,0.8333333333333334,0.6818181818181818
CPP_87.dot,5,0,3,3,1,6,0.47058823529411764,0.8888888888888888,0.6153846153846153
CPP_67.dot,8,0,3,4,2,5,0.6,0.8571428571428571,0.7058823529411764
CPP_108.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_120.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_125.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_3.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_33.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_16.dot,4,1,3,3,0,3,0.5384615384615384,0.875,0.6666666666666667
CPP_147.dot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPP_151.dot,4,0,0,2,0,0,1.0,1.0,1.0
